epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_C_f_mae,training_psavg_f_mae,training_H_f_rmse,training_C_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
      1296, 8390.037,    0.005,       3.2768e-05,       8.9348e-08,       3.2857e-05,        0.135,        0.175,        0.103,        0.171,        0.137,         0.13,        0.215,        0.173,        0.111,      0.00741,       0.00030094,        4.551e-08,       0.00030099,        0.342,        0.531,        0.216,        0.486,        0.351,        0.335,         0.69,        0.513,       0.0716,      0.00477
      1297, 8396.034,    0.005,        2.906e-05,       6.8542e-08,       2.9128e-05,        0.127,        0.165,        0.105,        0.153,        0.129,        0.134,        0.194,        0.164,       0.0981,      0.00654,        0.0003011,       4.5226e-08,       0.00030115,        0.342,        0.531,        0.216,        0.486,        0.351,        0.335,        0.691,        0.513,       0.0711,      0.00474
      1298, 8401.782,    0.005,       2.7538e-05,       9.4889e-08,       2.7633e-05,        0.124,        0.161,        0.104,        0.146,        0.125,        0.132,        0.188,         0.16,        0.116,      0.00772,       0.00030127,       4.5167e-08,       0.00030132,        0.342,        0.531,        0.215,        0.486,        0.351,        0.335,        0.691,        0.513,       0.0712,      0.00475
      1299, 8407.831,    0.005,       2.8338e-05,       5.2185e-08,        2.839e-05,        0.125,        0.163,          0.1,        0.153,        0.127,        0.129,        0.195,        0.162,       0.0897,      0.00598,       0.00030105,       4.5328e-08,       0.00030109,        0.342,        0.531,        0.216,        0.486,        0.351,        0.335,        0.691,        0.513,       0.0714,      0.00476
      1300, 8413.702,    0.005,       2.7748e-05,       2.0479e-07,       2.7953e-05,        0.124,        0.161,       0.0983,        0.153,        0.126,        0.126,        0.194,         0.16,        0.182,       0.0122,       0.00030122,       4.5441e-08,       0.00030127,        0.342,        0.531,        0.216,        0.486,        0.351,        0.335,        0.691,        0.513,       0.0719,      0.00479
      1301, 8419.526,    0.005,       2.9769e-05,       1.6509e-07,       2.9934e-05,        0.128,        0.167,        0.102,        0.159,         0.13,         0.13,        0.201,        0.166,        0.154,       0.0103,       0.00030141,       4.4898e-08,       0.00030145,        0.342,        0.532,        0.216,        0.486,        0.351,        0.335,        0.691,        0.513,       0.0713,      0.00476
      1302, 8425.453,    0.005,       2.8908e-05,       8.7486e-08,       2.8995e-05,        0.127,        0.165,        0.102,        0.156,        0.129,         0.13,        0.197,        0.163,        0.112,      0.00746,       0.00030171,       4.5253e-08,       0.00030176,        0.342,        0.532,        0.216,        0.486,        0.351,        0.335,        0.692,        0.513,       0.0716,      0.00477
      1303, 8431.468,    0.005,        3.192e-05,       1.0123e-07,       3.2021e-05,        0.133,        0.173,        0.108,        0.162,        0.135,        0.137,        0.207,        0.172,         0.12,      0.00798,       0.00030189,       4.5318e-08,       0.00030193,        0.342,        0.532,        0.216,        0.486,        0.351,        0.335,        0.692,        0.513,       0.0716,      0.00477
      1304, 8437.378,    0.005,       2.8787e-05,       1.1835e-07,       2.8906e-05,        0.127,        0.164,        0.105,        0.153,        0.129,        0.134,        0.193,        0.164,        0.132,      0.00883,       0.00030221,       4.5446e-08,       0.00030225,        0.342,        0.532,        0.216,        0.486,        0.351,        0.335,        0.692,        0.514,       0.0715,      0.00477
      1305, 8443.410,    0.005,       2.8034e-05,        2.103e-07,       2.8245e-05,        0.124,        0.162,        0.101,         0.15,        0.125,        0.129,        0.193,        0.161,        0.181,       0.0121,       0.00030192,       4.5446e-08,       0.00030197,        0.342,        0.532,        0.216,        0.486,        0.351,        0.335,        0.692,        0.513,       0.0717,      0.00478
      1306, 8449.472,    0.005,       3.0353e-05,       1.0395e-07,       3.0457e-05,        0.131,        0.169,        0.107,        0.158,        0.132,        0.136,        0.199,        0.168,        0.125,      0.00836,       0.00030175,       4.5233e-08,        0.0003018,        0.342,        0.532,        0.216,        0.486,        0.351,        0.335,        0.692,        0.513,       0.0716,      0.00477
      1307, 8455.338,    0.005,       3.4558e-05,       7.5622e-08,       3.4633e-05,        0.136,         0.18,        0.101,        0.175,        0.138,         0.13,        0.224,        0.177,       0.0908,      0.00605,       0.00030179,       4.5439e-08,       0.00030184,        0.342,        0.532,        0.215,        0.487,        0.351,        0.334,        0.692,        0.513,       0.0718,      0.00478
      1308, 8461.522,    0.005,       2.9464e-05,       1.5014e-07,       2.9614e-05,        0.126,        0.166,        0.101,        0.156,        0.128,        0.129,          0.2,        0.165,        0.144,      0.00959,       0.00030209,       4.5346e-08,       0.00030214,        0.342,        0.532,        0.215,        0.487,        0.351,        0.334,        0.692,        0.513,       0.0717,      0.00478
      1309, 8467.349,    0.005,       2.7714e-05,       7.6014e-08,        2.779e-05,        0.124,        0.161,        0.101,         0.15,        0.125,        0.128,        0.192,         0.16,        0.105,      0.00698,       0.00030216,       4.5328e-08,       0.00030221,        0.342,        0.532,        0.215,        0.487,        0.351,        0.334,        0.693,        0.513,       0.0716,      0.00477
      1310, 8473.128,    0.005,       2.9227e-05,        5.987e-08,       2.9287e-05,        0.127,        0.166,          0.1,        0.158,        0.129,        0.128,          0.2,        0.164,       0.0922,      0.00615,        0.0003021,       4.5569e-08,       0.00030214,        0.342,        0.532,        0.216,        0.487,        0.351,        0.334,        0.692,        0.513,       0.0715,      0.00477
      1311, 8478.989,    0.005,       3.1991e-05,       8.2183e-08,       3.2073e-05,        0.133,        0.173,        0.101,        0.169,        0.135,        0.129,        0.213,        0.171,        0.101,      0.00671,       0.00030192,       4.5456e-08,       0.00030196,        0.342,        0.532,        0.215,        0.487,        0.351,        0.334,        0.692,        0.513,       0.0715,      0.00477
      1312, 8484.842,    0.005,       2.7937e-05,       1.0966e-07,       2.8047e-05,        0.125,        0.162,       0.0994,        0.153,        0.126,        0.127,        0.194,        0.161,        0.129,      0.00861,       0.00030189,       4.5452e-08,       0.00030194,        0.342,        0.532,        0.215,        0.487,        0.351,        0.334,        0.692,        0.513,       0.0715,      0.00477
      1313, 8490.609,    0.005,       3.6054e-05,       1.2797e-07,       3.6182e-05,        0.142,        0.184,        0.115,        0.172,        0.143,        0.147,        0.219,        0.183,        0.139,      0.00929,       0.00030167,       4.5316e-08,       0.00030171,        0.342,        0.532,        0.215,        0.486,        0.351,        0.334,        0.692,        0.513,       0.0714,      0.00476
      1314, 8496.466,    0.005,       2.9362e-05,       8.8673e-08,        2.945e-05,        0.127,        0.166,        0.103,        0.156,        0.129,        0.131,        0.199,        0.165,        0.109,      0.00724,       0.00030173,       4.5346e-08,       0.00030178,        0.342,        0.532,        0.215,        0.486,        0.351,        0.334,        0.692,        0.513,       0.0714,      0.00476
      1315, 8502.805,    0.005,       2.4653e-05,       1.0943e-07,       2.4762e-05,        0.117,        0.152,       0.0994,        0.138,        0.118,        0.126,        0.177,        0.152,        0.124,      0.00826,       0.00030154,       4.5116e-08,       0.00030159,        0.342,        0.532,        0.215,        0.486,        0.351,        0.333,        0.692,        0.513,       0.0712,      0.00475
      1316, 8509.225,    0.005,       2.4756e-05,       4.9942e-08,       2.4806e-05,        0.117,        0.152,       0.0966,        0.141,        0.119,        0.123,         0.18,        0.152,       0.0844,      0.00563,        0.0003013,       4.5128e-08,       0.00030135,        0.342,        0.532,        0.215,        0.486,        0.351,        0.334,        0.692,        0.513,       0.0713,      0.00475
      1317, 8514.690,    0.005,       2.8092e-05,       7.0399e-08,       2.8162e-05,        0.125,        0.162,        0.103,        0.152,        0.127,         0.13,        0.192,        0.161,        0.107,      0.00715,       0.00030155,       4.5229e-08,        0.0003016,        0.342,        0.532,        0.215,        0.486,        0.351,        0.334,        0.692,        0.513,       0.0713,      0.00475
      1318, 8520.389,    0.005,        2.803e-05,       8.4028e-08,       2.8114e-05,        0.124,        0.162,       0.0991,        0.153,        0.126,        0.126,        0.195,        0.161,        0.106,       0.0071,       0.00030145,       4.5412e-08,        0.0003015,        0.342,        0.532,        0.215,        0.486,        0.351,        0.334,        0.692,        0.513,       0.0713,      0.00475
      1319, 8526.785,    0.005,        2.563e-05,       5.6234e-08,       2.5686e-05,        0.119,        0.155,       0.0983,        0.143,         0.12,        0.126,        0.183,        0.154,       0.0868,      0.00579,       0.00030126,       4.5261e-08,       0.00030131,        0.342,        0.531,        0.215,        0.486,        0.351,        0.334,        0.691,        0.513,       0.0712,      0.00474
      1320, 8532.554,    0.005,        2.641e-05,       7.7166e-08,       2.6487e-05,        0.121,        0.157,       0.0996,        0.145,        0.122,        0.128,        0.186,        0.157,        0.102,      0.00682,       0.00030098,       4.5114e-08,       0.00030102,        0.342,        0.531,        0.215,        0.486,        0.351,        0.334,        0.691,        0.512,        0.071,      0.00473
      1321, 8538.361,    0.005,       2.9716e-05,       5.2734e-08,       2.9769e-05,        0.129,        0.167,        0.103,        0.158,         0.13,        0.131,          0.2,        0.166,       0.0891,      0.00594,        0.0003006,       4.4632e-08,       0.00030064,        0.341,        0.531,        0.215,        0.485,         0.35,        0.333,        0.691,        0.512,       0.0709,      0.00473
      1322, 8544.379,    0.005,       2.7903e-05,       5.3134e-08,       2.7956e-05,        0.125,        0.162,          0.1,        0.153,        0.127,        0.128,        0.193,        0.161,       0.0905,      0.00603,       0.00030052,       4.4915e-08,       0.00030057,        0.341,        0.531,        0.215,        0.485,         0.35,        0.334,         0.69,        0.512,        0.071,      0.00474
